c_number,cpu,gpu,resolution,fps,cpu_score,gpu_score,power,price,ram_gb,is_good_for_gaming,is_good_for_productivity,is_good_for_design_render,is_good_for_workstation
c_735,i7-13700KF,RTX3090,4K,93,45742,26609,660,2999,16,1,0,0,0
c_736,i7-13700KF,RTX3090,4K,93,45742,26609,660,3049,32,1,0,0,0
c_737,i7-13700,RTX4060TI,1080P,135,36246,22712,440,1549,16,1,1,0,0
c_738,i7-13700,RTX4060TI,1080P,135,36246,22712,440,1599,32,1,1,1,0
c_739,i7-13700,RTX4070,1440P,115,36246,26921,490,1849,16,1,1,0,0
c_740,i7-13700,RTX4070,1440P,115,36246,26921,490,1899,32,1,1,1,0
c_741,i7-13700,RTX4070TI,1440P,125,36246,31597,540,2049,16,1,1,0,0
c_742,i7-13700,RTX4070TI,1440P,125,36246,31597,540,2099,32,1,1,1,0
c_743,i7-13700,RTX4080,4K,95,36246,34461,640,2799,16,1,1,0,0
c_744,i7-13700,RTX4080,4K,95,36246,34461,640,2849,32,1,1,0,0
c_745,i7-13700,RTX4080 SUPER,4K,98,36246,34236,640,2949,16,1,1,0,0
c_746,i7-13700,RTX4080 SUPER,4K,98,36246,34236,640,2999,32,1,1,0,0
c_747,i7-13700,RTX4090,4K,100,36246,38124,740,3299,16,1,1,0,0
c_748,i7-13700,RTX4090,4K,100,36246,38124,740,3349,32,1,1,0,0
c_749,i7-13700F,RTX4060TI,1080P,135,38274,22712,435,1499,16,1,1,0,0
c_750,i7-13700F,RTX4060TI,1080P,135,38274,22712,435,1549,32,1,1,1,0
c_751,i7-13700F,RTX4070,1440P,115,38274,26921,485,1799,16,1,1,0,0
c_752,i7-13700F,RTX4070,1440P,115,38274,26921,485,1849,32,1,1,1,0
c_753,i7-13700F,RTX4070TI,1440P,125,38274,31597,535,1999,16,1,1,0,0
c_754,i7-13700F,RTX4070TI,1440P,125,38274,31597,535,2049,32,1,1,1,0
c_755,i7-13700F,RTX4080,4K,95,38274,34461,635,2749,16,1,1,0,0
c_756,i7-13700F,RTX4080,4K,95,38274,34461,635,2799,32,1,1,0,0
c_757,i7-13700F,RTX4080 SUPER,4K,98,38274,34236,635,2899,16,1,1,0,0
c_758,i7-13700F,RTX4080 SUPER,4K,98,38274,34236,635,2949,32,1,1,0,0
c_759,i7-13700F,RTX4090,4K,100,38274,38124,735,3249,16,1,1,0,0
c_760,i7-13700F,RTX4090,4K,100,38274,38124,735,3299,32,1,1,0,0
c_761,i7-13700K,RTX4060TI,1080P,140,45806,22712,465,1699,16,1,1,0,0
c_762,i7-13700K,RTX4060TI,1080P,140,45806,22712,465,1749,32,1,1,1,0
c_763,i7-13700K,RTX4070,1440P,120,45806,26921,515,1999,16,1,1,0,0
c_764,i7-13700K,RTX4070,1440P,120,45806,26921,515,2049,32,1,1,1,0
c_765,i7-13700K,RTX4070TI,1440P,130,45806,31597,565,2199,16,1,1,0,0
c_766,i7-13700K,RTX4070TI,1440P,130,45806,31597,565,2249,32,1,1,1,0
c_767,i7-13700K,RTX4080,4K,100,45806,34461,665,2949,16,1,1,0,0
c_768,i7-13700K,RTX4080,4K,100,45806,34461,665,2999,32,1,1,0,0
c_769,i7-13700K,RTX4080 SUPER,4K,103,45806,34236,665,3099,16,1,1,0,0
c_770,i7-13700K,RTX4080 SUPER,4K,103,45806,34236,665,3149,32,1,1,0,0
c_771,i7-13700K,RTX4090,4K,105,45806,38124,765,3449,16,1,1,0,0
c_772,i7-13700K,RTX4090,4K,105,45806,38124,765,3499,32,1,1,0,0
c_773,i7-13700KF,RTX4060TI,1080P,140,45742,22712,460,1649,16,1,1,0,0
c_774,i7-13700KF,RTX4060TI,1080P,140,45742,22712,460,1699,32,1,1,1,0
c_775,i7-13700KF,RTX4070,1440P,120,45742,26921,510,1949,16,1,1,0,0
c_776,i7-13700KF,RTX4070,1440P,120,45742,26921,510,1999,32,1,1,1,0
c_777,i7-13700KF,RTX4070TI,1440P,130,45742,31597,560,2149,16,1,1,0,0
c_778,i7-13700KF,RTX4070TI,1440P,130,45742,31597,560,2199,32,1,1,1,0
c_779,i7-13700KF,RTX4080,4K,100,45742,34461,660,2899,16,1,1,0,0
c_780,i7-13700KF,RTX4080,4K,100,45742,34461,660,2949,32,1,1,0,0
c_781,i7-13700KF,RTX4080 SUPER,4K,103,45742,34236,660,3049,16,1,1,0,0
c_782,i7-13700KF,RTX4080 SUPER,4K,103,45742,34236,660,3099,32,1,1,0,0
c_783,i7-13700KF,RTX4090,4K,105,45742,38124,760,3399,16,1,1,0,0
c_784,i7-13700KF,RTX4090,4K,105,45742,38124,760,3449,32,1,1,0,0
c_785,i7-13700,RTX5060,1080P,120,36246,20889,450,1649,16,1,1,0,0
c_786,i7-13700,RTX5060,1080P,120,36246,20889,450,1699,32,1,1,1,0
c_787,i7-13700,RTX5060TI,1080P,140,36246,22830,500,1849,16,1,1,0,0
c_788,i7-13700,RTX5060TI,1080P,140,36246,22830,500,1899,32,1,1,1,0
c_789,i7-13700,RTX5070,1440P,120,36246,28904,550,2049,16,1,1,0,0
c_790,i7-13700,RTX5070,1440P,120,36246,28904,550,2099,32,1,1,1,0
c_791,i7-13700,RTX5070TI,1440P,130,36246,32618,600,2249,16,1,1,0,0
c_792,i7-13700,RTX5070TI,1440P,130,36246,32618,600,2299,32,1,1,1,0
c_793,i7-13700,RTX5080,4K,100,36246,35954,680,2999,16,1,1,0,0
c_794,i7-13700,RTX5080,4K,100,36246,35954,680,3049,32,1,1,0,0
c_795,i7-13700,RTX5090,4K,110,36246,38916,780,3599,16,1,1,0,0
c_796,i7-13700,RTX5090,4K,110,36246,38916,780,3649,32,1,1,0,0
c_797,i7-13700F,RTX5060,1080P,120,38274,20889,445,1599,16,1,1,0,0
c_798,i7-13700F,RTX5060,1080P,120,38274,20889,445,1649,32,1,1,1,0
c_799,i7-13700F,RTX5060TI,1080P,140,38274,22830,495,1799,16,1,1,0,0
c_800,i7-13700F,RTX5060TI,1080P,140,38274,22830,495,1849,32,1,1,1,0
c_801,i7-13700F,RTX5070,1440P,120,38274,28904,545,1999,16,1,1,0,0
c_802,i7-13700F,RTX5070,1440P,120,38274,28904,545,2049,32,1,1,1,0
c_803,i7-13700F,RTX5070TI,1440P,130,38274,32618,595,2199,16,1,1,0,0
c_804,i7-13700F,RTX5070TI,1440P,130,38274,32618,595,2249,32,1,1,1,0
c_805,i7-13700F,RTX5080,4K,100,38274,35954,675,2949,16,1,1,0,0
c_806,i7-13700F,RTX5080,4K,100,38274,35954,675,2999,32,1,1,0,0
c_807,i7-13700F,RTX5090,4K,110,38274,38916,775,3549,16,1,1,0,0
c_808,i7-13700F,RTX5090,4K,110,38274,38916,775,3599,32,1,1,0,0
c_809,i7-13700K,RTX5060,1080P,125,45806,20889,475,1799,16,1,1,0,0
c_810,i7-13700K,RTX5060,1080P,125,45806,20889,475,1849,32,1,1,1,0
c_811,i7-13700K,RTX5060TI,1080P,145,45806,22830,525,1999,16,1,1,0,0
c_812,i7-13700K,RTX5060TI,1080P,145,45806,22830,525,2049,32,1,1,1,0
c_813,i7-13700K,RTX5070,1440P,125,45806,28904,575,2199,16,1,1,0,0
c_814,i7-13700K,RTX5070,1440P,125,45806,28904,575,2249,32,1,1,1,0
c_815,i7-13700K,RTX5070TI,1440P,135,45806,32618,625,2399,16,1,1,0,0
c_816,i7-13700K,RTX5070TI,1440P,135,45806,32618,625,2449,32,1,1,1,0
c_817,i7-13700K,RTX5080,4K,105,45806,35954,705,3149,16,1,1,0,0
c_818,i7-13700K,RTX5080,4K,105,45806,35954,705,3199,32,1,1,0,0
c_819,i7-13700K,RTX5090,4K,115,45806,38916,805,3749,16,1,1,0,0
c_820,i7-13700K,RTX5090,4K,115,45806,38916,805,3799,32,1,1,0,0
c_821,i7-13700KF,RTX5060,1080P,125,45742,20889,470,1749,16,1,1,0,0
c_822,i7-13700KF,RTX5060,1080P,125,45742,20889,470,1799,32,1,1,1,0
c_823,i7-13700KF,RTX5060TI,1080P,145,45742,22830,520,1949,16,1,1,0,0
c_824,i7-13700KF,RTX5060TI,1080P,145,45742,22830,520,1999,32,1,1,1,0
c_825,i7-13700KF,RTX5070,1440P,125,45742,28904,570,2149,16,1,1,0,0
c_826,i7-13700KF,RTX5070,1440P,125,45742,28904,570,2199,32,1,1,1,0
c_827,i7-13700KF,RTX5070TI,1440P,135,45742,32618,620,2349,16,1,1,0,0
c_828,i7-13700KF,RTX5070TI,1440P,135,45742,32618,620,2399,32,1,1,1,0
c_829,i7-13700KF,RTX5080,4K,105,45742,35954,700,3099,16,1,1,0,0
c_830,i7-13700KF,RTX5080,4K,105,45742,35954,700,3149,32,1,1,0,0
c_831,i7-13700KF,RTX5090,4K,115,45742,38916,800,3699,16,1,1,0,0
c_832,i7-13700KF,RTX5090,4K,115,45742,38916,800,3749,32,1,1,0,0
c_833,i7-14700,RTX3070,1440P,105,40977,22171,495,1749,16,1,0,0,0
c_834,i7-14700,RTX3070,1440P,105,40977,22171,495,1799,32,1,0,1,0
c_835,i7-14700,RTX3070TI,1440P,115,40977,23298,545,1899,16,1,1,0,0
c_836,i7-14700,RTX3070TI,1440P,115,40977,23298,545,1949,32,1,1,1,0
c_837,i7-14700,RTX3080,1440P,125,40977,25077,595,2049,16,1,1,0,0
c_838,i7-14700,RTX3080,1440P,125,40977,25077,595,2099,32,1,1,1,0
c_839,i7-14700,RTX3080TI,4K,90,40977,26860,645,2649,16,1,0,0,0
c_840,i7-14700,RTX3080TI,4K,90,40977,26860,645,2699,32,1,0,0,0
c_841,i7-14700,RTX3090,4K,93,40977,26609,645,2949,16,1,0,0,0
c_842,i7-14700,RTX3090,4K,93,40977,26609,645,2999,32,1,0,0,0
c_843,i7-14700F,RTX3070,1440P,105,41495,22171,490,1699,16,1,0,0,0
c_844,i7-14700F,RTX3070,1440P,105,41495,22171,490,1749,32,1,0,1,0
c_845,i7-14700F,RTX3070TI,1440P,115,41495,23298,540,1849,16,1,1,0,0
c_846,i7-14700F,RTX3070TI,1440P,115,41495,23298,540,1899,32,1,1,1,0
c_847,i7-14700F,RTX3080,1440P,125,41495,25077,590,1999,16,1,1,0,0
c_848,i7-14700F,RTX3080,1440P,125,41495,25077,590,2049,32,1,1,1,0
c_849,i7-14700F,RTX3080TI,4K,90,41495,26860,640,2599,16,1,0,0,0
c_850,i7-14700F,RTX3080TI,4K,90,41495,26860,640,2649,32,1,0,0,0
c_851,i7-14700F,RTX3090,4K,93,41495,26609,640,2899,16,1,0,0,0
c_852,i7-14700F,RTX3090,4K,93,41495,26609,640,2949,32,1,0,0,0
c_853,i7-14700K,RTX3070,1440P,110,52263,22171,520,1899,16,1,0,0,0
c_854,i7-14700K,RTX3070,1440P,110,52263,22171,520,1949,32,1,0,1,0
c_855,i7-14700K,RTX3070TI,1440P,120,52263,23298,570,2049,16,1,1,0,0
c_856,i7-14700K,RTX3070TI,1440P,120,52263,23298,570,2099,32,1,1,1,0
c_857,i7-14700K,RTX3080,1440P,130,52263,25077,620,2199,16,1,1,0,0
c_858,i7-14700K,RTX3080,1440P,130,52263,25077,620,2249,32,1,1,1,0
c_859,i7-14700K,RTX3080TI,4K,95,52263,26860,670,2799,16,1,0,0,0
c_860,i7-14700K,RTX3080TI,4K,95,52263,26860,670,2849,32,1,0,0,0
c_861,i7-14700K,RTX3090,4K,98,52263,26609,670,3099,16,1,0,0,0
c_862,i7-14700K,RTX3090,4K,98,52263,26609,670,3149,32,1,0,0,0
c_863,i7-14700KF,RTX3070,1440P,110,52262,22171,515,1849,16,1,0,0,0
c_864,i7-14700KF,RTX3070,1440P,110,52262,22171,515,1899,32,1,0,1,0
c_865,i7-14700KF,RTX3070TI,1440P,120,52262,23298,565,1999,16,1,1,0,0
c_866,i7-14700KF,RTX3070TI,1440P,120,52262,23298,565,2049,32,1,1,1,0
c_867,i7-14700KF,RTX3080,1440P,130,52262,25077,615,2149,16,1,1,0,0
c_868,i7-14700KF,RTX3080,1440P,130,52262,25077,615,2199,32,1,1,1,0
c_869,i7-14700KF,RTX3080TI,4K,95,52262,26860,665,2749,16,1,0,0,0
c_870,i7-14700KF,RTX3080TI,4K,95,52262,26860,665,2799,32,1,0,0,0
c_871,i7-14700KF,RTX3090,4K,98,52262,26609,665,3049,16,1,0,0,0
c_872,i7-14700KF,RTX3090,4K,98,52262,26609,665,3099,32,1,0,0,0
c_873,i7-14700,RTX4060TI,1080P,140,40977,22712,445,1599,16,1,1,0,0
c_874,i7-14700,RTX4060TI,1080P,140,40977,22712,445,1649,32,1,1,1,0
c_875,i7-14700,RTX4070,1440P,120,40977,26921,495,1899,16,1,1,0,0
c_876,i7-14700,RTX4070,1440P,120,40977,26921,495,1949,32,1,1,1,0
c_877,i7-14700,RTX4070TI,1440P,130,40977,31597,545,2099,16,1,1,0,0
c_878,i7-14700,RTX4070TI,1440P,130,40977,31597,545,2149,32,1,1,1,0
c_879,i7-14700,RTX4080,4K,100,40977,34461,645,2849,16,1,1,0,0
c_880,i7-14700,RTX4080,4K,100,40977,34461,645,2899,32,1,1,0,0
c_881,i7-14700,RTX4080 SUPER,4K,103,40977,34236,645,2999,16,1,1,0,0
c_882,i7-14700,RTX4080 SUPER,4K,103,40977,34236,645,3049,32,1,1,0,0
c_883,i7-14700,RTX4090,4K,105,40977,38124,745,3349,16,1,1,0,0
c_884,i7-14700,RTX4090,4K,105,40977,38124,745,3399,32,1,1,0,0
c_885,i7-14700F,RTX4060TI,1080P,140,41495,22712,440,1549,16,1,1,0,0
c_886,i7-14700F,RTX4060TI,1080P,140,41495,22712,440,1599,32,1,1,1,0
c_887,i7-14700F,RTX4070,1440P,120,41495,26921,490,1849,16,1,1,0,0
c_888,i7-14700F,RTX4070,1440P,120,41495,26921,490,1899,32,1,1,1,0
c_889,i7-14700F,RTX4070TI,1440P,130,41495,31597,540,2049,16,1,1,0,0
c_890,i7-14700F,RTX4070TI,1440P,130,41495,31597,540,2099,32,1,1,1,0
c_891,i7-14700F,RTX4080,4K,100,41495,34461,640,2799,16,1,1,0,0
c_892,i7-14700F,RTX4080,4K,100,41495,34461,640,2849,32,1,1,0,0
c_893,i7-14700F,RTX4080 SUPER,4K,103,41495,34236,640,2949,16,1,1,0,0
c_894,i7-14700F,RTX4080 SUPER,4K,103,41495,34236,640,2999,32,1,1,0,0
c_895,i7-14700F,RTX4090,4K,105,41495,38124,740,3299,16,1,1,0,0
c_896,i7-14700F,RTX4090,4K,105,41495,38124,740,3349,32,1,1,0,0
c_897,i7-14700K,RTX4060TI,1080P,145,52263,22712,470,1749,16,1,1,0,0
c_898,i7-14700K,RTX4060TI,1080P,145,52263,22712,470,1799,32,1,1,1,0
c_899,i7-14700K,RTX4070,1440P,125,52263,26921,520,2049,16,1,1,0,0
c_900,i7-14700K,RTX4070,1440P,125,52263,26921,520,2099,32,1,1,1,0
c_901,i7-14700K,RTX4070TI,1440P,135,52263,31597,570,2249,16,1,1,0,0
c_902,i7-14700K,RTX4070TI,1440P,135,52263,31597,570,2299,32,1,1,1,0
c_903,i7-14700K,RTX4080,4K,105,52263,34461,670,2999,16,1,1,0,0
c_904,i7-14700K,RTX4080,4K,105,52263,34461,670,3049,32,1,1,0,0
c_905,i7-14700K,RTX4080 SUPER,4K,108,52263,34236,670,3149,16,1,1,0,0
c_906,i7-14700K,RTX4080 SUPER,4K,108,52263,34236,670,3199,32,1,1,0,0
c_907,i7-14700K,RTX4090,4K,110,52263,38124,770,3499,16,1,1,0,0
c_908,i7-14700K,RTX4090,4K,110,52263,38124,770,3549,32,1,1,0,0
c_909,i7-14700KF,RTX4060TI,1080P,145,52262,22712,465,1699,16,1,1,0,0
c_910,i7-14700KF,RTX4060TI,1080P,145,52262,22712,465,1749,32,1,1,1,0
c_911,i7-14700KF,RTX4070,1440P,125,52262,26921,515,1999,16,1,1,0,0
c_912,i7-14700KF,RTX4070,1440P,125,52262,26921,515,2049,32,1,1,1,0
c_913,i7-14700KF,RTX4070TI,1440P,135,52262,31597,565,2199,16,1,1,0,0
c_914,i7-14700KF,RTX4070TI,1440P,135,52262,31597,565,2249,32,1,1,1,0
c_915,i7-14700KF,RTX4080,4K,105,52262,34461,665,2949,16,1,1,0,0
c_916,i7-14700KF,RTX4080,4K,105,52262,34461,665,2999,32,1,1,0,0
c_917,i7-14700KF,RTX4080 SUPER,4K,108,52262,34236,665,3099,16,1,1,0,0
c_918,i7-14700KF,RTX4080 SUPER,4K,108,52262,34236,665,3149,32,1,1,0,0
c_919,i7-14700KF,RTX4090,4K,110,52262,38124,765,3449,16,1,1,0,0
c_920,i7-14700KF,RTX4090,4K,110,52262,38124,765,3499,32,1,1,0,0
c_921,i7-14700,RTX5060TI,1080P,145,40977,22830,455,1749,16,1,1,0,0
c_922,i7-14700,RTX5060TI,1080P,145,40977,22830,455,1799,32,1,1,1,0
c_923,i7-14700,RTX5070,1440P,125,40977,28904,505,2099,16,1,1,0,0
c_924,i7-14700,RTX5070,1440P,125,40977,28904,505,2149,32,1,1,1,0
c_925,i7-14700,RTX5070TI,1440P,135,40977,32618,555,2299,16,1,1,0,0
c_926,i7-14700,RTX5070TI,1440P,135,40977,32618,555,2349,32,1,1,1,0
c_927,i7-14700,RTX5080,4K,105,40977,35954,685,3099,16,1,1,0,0
c_928,i7-14700,RTX5080,4K,105,40977,35954,685,3149,32,1,1,0,0
c_929,i7-14700,RTX5090,4K,115,40977,38916,785,3699,16,1,1,0,0
c_930,i7-14700,RTX5090,4K,115,40977,38916,785,3749,32,1,1,0,0
c_931,i7-14700F,RTX5060TI,1080P,145,41495,22830,450,1699,16,1,1,0,0
c_932,i7-14700F,RTX5060TI,1080P,145,41495,22830,450,1749,32,1,1,1,0
c_933,i7-14700F,RTX5070,1440P,125,41495,28904,500,2049,16,1,1,0,0
c_934,i7-14700F,RTX5070,1440P,125,41495,28904,500,2099,32,1,1,1,0
c_935,i7-14700F,RTX5070TI,1440P,135,41495,32618,550,2249,16,1,1,0,0
c_936,i7-14700F,RTX5070TI,1440P,135,41495,32618,550,2299,32,1,1,1,0
c_937,i7-14700F,RTX5080,4K,105,41495,35954,680,3049,16,1,1,0,0
c_938,i7-14700F,RTX5080,4K,105,41495,35954,680,3099,32,1,1,0,0
c_939,i7-14700F,RTX5090,4K,115,41495,38916,780,3649,16,1,1,0,0
c_940,i7-14700F,RTX5090,4K,115,41495,38916,780,3699,32,1,1,0,0
c_941,i7-14700K,RTX5060TI,1080P,150,52263,22830,480,1899,16,1,1,0,0
c_942,i7-14700K,RTX5060TI,1080P,150,52263,22830,480,1949,32,1,1,1,0
c_943,i7-14700K,RTX5070,1440P,130,52263,28904,530,2249,16,1,1,0,0
c_944,i7-14700K,RTX5070,1440P,130,52263,28904,530,2299,32,1,1,1,0
c_945,i7-14700K,RTX5070TI,1440P,140,52263,32618,580,2449,16,1,1,0,0
c_946,i7-14700K,RTX5070TI,1440P,140,52263,32618,580,2499,32,1,1,1,0
c_947,i7-14700K,RTX5080,4K,110,52263,35954,710,3249,16,1,1,0,0
c_948,i7-14700K,RTX5080,4K,110,52263,35954,710,3299,32,1,1,0,0
c_949,i7-14700K,RTX5090,4K,120,52263,38916,810,3899,16,1,1,0,0
c_950,i7-14700K,RTX5090,4K,120,52263,38916,810,3949,32,1,1,0,0
c_951,i7-14700KF,RTX5060TI,1080P,150,52262,22830,475,1849,16,1,1,0,0
c_952,i7-14700KF,RTX5060TI,1080P,150,52262,22830,475,1899,32,1,1,1,0
c_953,i7-14700KF,RTX5070,1440P,130,52262,28904,525,2199,16,1,1,0,0
c_954,i7-14700KF,RTX5070,1440P,130,52262,28904,525,2249,32,1,1,1,0
c_955,i7-14700KF,RTX5070TI,1440P,140,52262,32618,575,2399,16,1,1,0,0
c_956,i7-14700KF,RTX5070TI,1440P,140,52262,32618,575,2449,32,1,1,1,0
c_957,i7-14700KF,RTX5080,4K,110,52262,35954,705,3199,16,1,1,0,0
c_958,i7-14700KF,RTX5080,4K,110,52262,35954,705,3249,32,1,1,0,0
c_959,i7-14700KF,RTX5090,4K,120,52262,38916,805,3849,16,1,1,0,0
c_960,i7-14700KF,RTX5090,4K,120,52262,38916,805,3899,32,1,1,0,0
c_961,i9-11900,RTX3080,1440P,115,22449,25077,605,2099,32,1,0,0,0
c_962,i9-11900,RTX3080,1440P,115,22449,25077,605,2299,64,1,0,0,0
c_963,i9-11900,RTX3080TI,4K,85,22449,26860,655,2699,32,1,0,0,0
c_964,i9-11900,RTX3080TI,4K,85,22449,26860,655,2899,64,1,0,0,0
c_965,i9-11900,RTX3090,4K,88,22449,26609,655,2999,32,1,0,0,0
c_966,i9-11900,RTX3090,4K,88,22449,26609,655,3199,64,1,0,0,0
c_967,i9-11900F,RTX3080,1440P,115,22039,25077,600,2049,32,1,0,0,0
c_968,i9-11900F,RTX3080,1440P,115,22039,25077,600,2249,64,1,0,0,0
c_969,i9-11900F,RTX3080TI,4K,85,22039,26860,650,2649,32,1,0,0,0
c_970,i9-11900F,RTX3080TI,4K,85,22039,26860,650,2849,64,1,0,0,0
c_971,i9-11900F,RTX3090,4K,88,22039,26609,650,2949,32,1,0,0,0
c_972,i9-11900F,RTX3090,4K,88,22039,26609,650,3149,64,1,0,0,0
c_973,i9-11900K,RTX3080,1440P,120,24996,25077,630,2249,32,1,0,0,0
c_974,i9-11900K,RTX3080,1440P,120,24996,25077,630,2449,64,1,0,0,0
c_975,i9-11900K,RTX3080TI,4K,90,24996,26860,680,2849,32,1,0,0,0
c_976,i9-11900K,RTX3080TI,4K,90,24996,26860,680,3049,64,1,0,0,0
c_977,i9-11900K,RTX3090,4K,93,24996,26609,680,3149,32,1,0,0,0
c_978,i9-11900K,RTX3090,4K,93,24996,26609,680,3349,64,1,0,0,0
c_979,i9-11900KF,RTX3080,1440P,120,24579,25077,625,2199,32,1,0,0,0
c_980,i9-11900KF,RTX3080,1440P,120,24579,25077,625,2399,64,1,0,0,0
c_981,i9-11900KF,RTX3080TI,4K,90,24579,26860,675,2799,32,1,0,0,0
c_982,i9-11900KF,RTX3080TI,4K,90,24579,26860,675,2999,64,1,0,0,0
c_983,i9-11900KF,RTX3090,4K,93,24579,26609,675,3099,32,1,0,0,0
c_984,i9-11900KF,RTX3090,4K,93,24579,26609,675,3299,64,1,0,0,0
c_985,i9-11900,RTX4080,4K,95,22449,34461,655,2999,32,1,0,0,0
c_986,i9-11900,RTX4080,4K,95,22449,34461,655,3199,64,1,0,0,0
c_987,i9-11900,RTX4080 SUPER,4K,98,22449,34236,655,3299,32,1,0,0,0
c_988,i9-11900,RTX4080 SUPER,4K,98,22449,34236,655,3499,64,1,0,0,0
c_989,i9-11900,RTX4090,4K,100,22449,38124,755,3599,32,1,0,0,0
c_990,i9-11900,RTX4090,4K,100,22449,38124,755,3799,64,1,0,0,0
c_991,i9-11900F,RTX4080,4K,95,22039,34461,650,2949,32,1,0,0,0
c_992,i9-11900F,RTX4080,4K,95,22039,34461,650,3149,64,1,0,0,0
c_993,i9-11900F,RTX4080 SUPER,4K,98,22039,34236,650,3249,32,1,0,0,0
c_994,i9-11900F,RTX4080 SUPER,4K,98,22039,34236,650,3449,64,1,0,0,0
c_995,i9-11900F,RTX4090,4K,100,22039,38124,750,3549,32,1,0,0,0
c_996,i9-11900F,RTX4090,4K,100,22039,38124,750,3749,64,1,0,0,0
c_997,i9-11900K,RTX4080,4K,100,24996,34461,680,3149,32,1,0,0,0
c_998,i9-11900K,RTX4080,4K,100,24996,34461,680,3349,64,1,0,0,0
c_999,i9-11900K,RTX4080 SUPER,4K,103,24996,34236,680,3449,32,1,0,0,0
c_1000,i9-11900K,RTX4080 SUPER,4K,103,24996,34236,680,3649,64,1,0,0,0
c_1001,i9-11900K,RTX4090,4K,105,24996,38124,780,3749,32,1,0,0,0
c_1002,i9-11900K,RTX4090,4K,105,24996,38124,780,3949,64,1,0,0,0
c_1003,i9-11900KF,RTX4080,4K,100,24579,34461,675,3099,32,1,0,0,0
c_1004,i9-11900KF,RTX4080,4K,100,24579,34461,675,3299,64,1,0,0,0
c_1005,i9-11900KF,RTX4080 SUPER,4K,103,24579,34236,675,3399,32,1,0,0,0
c_1006,i9-11900KF,RTX4080 SUPER,4K,103,24579,34236,675,3599,64,1,0,0,0
c_1007,i9-11900KF,RTX4090,4K,105,24579,38124,775,3699,32,1,0,0,0
c_1008,i9-11900KF,RTX4090,4K,105,24579,38124,775,3899,64,1,0,0,0
c_1009,i9-11900,RTX5070TI,1440P,130,22449,32618,615,2399,32,1,0,0,0
c_1010,i9-11900,RTX5070TI,1440P,130,22449,32618,615,2599,64,1,0,0,0
c_1011,i9-11900,RTX5080,4K,105,22449,35954,695,3199,32,1,0,0,0
c_1012,i9-11900,RTX5080,4K,105,22449,35954,695,3399,64,1,0,0,0
c_1013,i9-11900,RTX5090,4K,110,22449,38916,795,3899,32,1,0,0,0
c_1014,i9-11900,RTX5090,4K,110,22449,38916,795,4099,64,1,0,0,0
c_1015,i9-11900F,RTX5070TI,1440P,130,22039,32618,610,2349,32,1,0,0,0
c_1016,i9-11900F,RTX5070TI,1440P,130,22039,32618,610,2549,64,1,0,0,0
c_1017,i9-11900F,RTX5080,4K,105,22039,35954,690,3149,32,1,0,0,0
c_1018,i9-11900F,RTX5080,4K,105,22039,35954,690,3349,64,1,0,0,0
c_1019,i9-11900F,RTX5090,4K,110,22039,38916,790,3849,32,1,0,0,0
c_1020,i9-11900F,RTX5090,4K,110,22039,38916,790,4049,64,1,0,0,0
c_1021,i9-11900K,RTX5070TI,1440P,135,24996,32618,640,2549,32,1,0,0,0
c_1022,i9-11900K,RTX5070TI,1440P,135,24996,32618,640,2749,64,1,0,0,0
c_1023,i9-11900K,RTX5080,4K,110,24996,35954,720,3349,32,1,0,0,0
c_1024,i9-11900K,RTX5080,4K,110,24996,35954,720,3549,64,1,0,0,0
c_1025,i9-11900K,RTX5090,4K,115,24996,38916,820,4049,32,1,0,0,0
c_1026,i9-11900K,RTX5090,4K,115,24996,38916,820,4249,64,1,0,0,0
c_1027,i9-11900KF,RTX5070TI,1440P,135,24579,32618,635,2499,32,1,0,0,0
c_1028,i9-11900KF,RTX5070TI,1440P,135,24579,32618,635,2699,64,1,0,0,0
c_1029,i9-11900KF,RTX5080,4K,110,24579,35954,715,3299,32,1,0,0,0
c_1030,i9-11900KF,RTX5080,4K,110,24579,35954,715,3499,64,1,0,0,0
c_1031,i9-11900KF,RTX5090,4K,115,24579,38916,815,3999,32,1,0,0,0
c_1032,i9-11900KF,RTX5090,4K,115,24579,38916,815,4199,64,1,0,0,0
c_1033,i9-12900,RTX3080,1440P,120,33717,25077,610,2199,32,1,0,0,0
c_1034,i9-12900,RTX3080,1440P,120,33717,25077,610,2399,64,1,0,0,0
c_1035,i9-12900,RTX3080TI,4K,90,33717,26860,660,2799,32,1,0,0,0
c_1036,i9-12900,RTX3080TI,4K,90,33717,26860,660,2999,64,1,0,0,0
c_1037,i9-12900,RTX3090,4K,93,33717,26609,660,3099,32,1,0,0,0
c_1038,i9-12900,RTX3090,4K,93,33717,26609,660,3299,64,1,0,0,0
c_1039,i9-12900F,RTX3080,1440P,120,35918,25077,605,2149,32,1,1,1,0
c_1040,i9-12900F,RTX3080,1440P,120,35918,25077,605,2349,64,1,1,0,0
c_1041,i9-12900F,RTX3080TI,4K,90,35918,26860,655,2749,32,1,0,0,0
c_1042,i9-12900F,RTX3080TI,4K,90,35918,26860,655,2949,64,1,0,1,0
c_1043,i9-12900F,RTX3090,4K,93,35918,26609,655,3049,32,1,0,0,0
c_1044,i9-12900F,RTX3090,4K,93,35918,26609,655,3249,64,1,0,1,0
c_1045,i9-12900K,RTX3080,1440P,125,41177,25077,635,2349,32,1,1,1,0
